CAMADA: cam_escondida 
Perceptron: 1
Peso [0]: -1.0723390923855511
Peso [0]: -1.0723390923855511
Peso [2]: 2.300212403672637
Peso [3]: 3.3002124036726403
Peso [4]: -0.6100555802137289
Peso [5]: -3.177026490933758
Peso [6]: -0.8768661269382985
Peso [7]: -1.3002124036726366
Peso [4]: -0.6100555802137289
Peso [9]: -2.300212403672637
Peso [10]: 2.610055580213727
Peso [7]: -1.3002124036726366
Peso [12]: -0.7332414929526041
Peso [13]: -1.1770264909337596
Peso [14]: -2.837928891500818
Peso [15]: -3.0723390923855494
Peso [9]: -2.300212403672637
Peso [17]: 0.6100555802137289
Peso [9]: -2.300212403672637
Peso [9]: -2.300212403672637
Peso [20]: -1.0334018569480672
Peso [21]: -1.8379288915008145
Peso [0]: -1.0723390923855511
Peso [17]: 0.6100555802137289
Peso [24]: -1.3391496391101205
Peso [25]: 1.6100555802137253
Peso [26]: -3.3002124036726403
Peso [27]: -2.0334018569480623
Peso [28]: -0.837928891500813
Peso [0]: -1.0723390923855511
Peso [30]: 2.2709579807807865
Peso [31]: -1.639310003105583
Peso [32]: 1.3098952162182667
Peso [33]: -3.6003727676680937
Peso [34]: -1.7332414929526068
Peso [28]: -0.837928891500813
Peso [36]: 1.8379288915008145
Peso [25]: 1.6100555802137253
Peso [38]: 2.57111834477624
Peso [17]: 0.6100555802137289
Peso [10]: 2.610055580213727
Peso [20]: -1.0334018569480672
Peso [28]: -0.837928891500813
Peso [36]: 1.8379288915008145
Peso [9]: -2.300212403672637
Peso [9]: -2.300212403672637
Peso [7]: -1.3002124036726366
Peso [25]: 1.6100555802137253
Peso [27]: -2.0334018569480623
Peso [7]: -1.3002124036726366
Peso [2]: 2.300212403672637
Peso [9]: -2.300212403672637
Peso [7]: -1.3002124036726366
Peso [26]: -3.3002124036726403
Peso [54]: 3.177026490933758
Peso [13]: -1.1770264909337596
Peso [56]: 0.837928891500813
Peso [57]: 2.837928891500818
Peso [3]: 3.3002124036726403
Peso [59]: -1.6100555802137253
Peso [2]: 2.300212403672637
Peso [61]: 1.7332414929526068
Peso [62]: 0.5711183447762433

Perceptron: 2
Peso [0]: 1.646276146279261
Peso [1]: -0.353723853720743
Peso [2]: -1.6795337628084108
Peso [3]: -0.6795337628084125
Peso [4]: -1.2005672490454156
Peso [5]: 1.0609511461375707
Peso [6]: -0.27645365676827915
Peso [7]: 1.6795337628084108
Peso [4]: -1.2005672490454156
Peso [7]: 1.6795337628084108
Peso [10]: 0.20056724904541476
Peso [11]: -0.320466237191588
Peso [12]: -0.5819846323745672
Peso [5]: 1.0609511461375707
Peso [14]: 0.8326903674837391
Peso [1]: -0.353723853720743
Peso [7]: 1.6795337628084108
Peso [17]: -0.7994327509545881
Peso [11]: -0.320466237191588
Peso [11]: -0.320466237191588
Peso [20]: -0.24457982946872464
Peso [14]: 0.8326903674837391
Peso [1]: -0.353723853720743
Peso [10]: 0.20056724904541476
Peso [24]: 1.5703897385563947
Peso [17]: -0.7994327509545881
Peso [7]: 1.6795337628084108
Peso [20]: -0.24457982946872464
Peso [14]: 0.8326903674837391
Peso [29]: 0.6462761462792576
Peso [30]: 0.42882802769924117
Peso [31]: 1.907794541462243
Peso [32]: 1.5379720519512585
Peso [33]: 0.01693856571425552
Peso [34]: 1.4180153676254288
Peso [35]: -0.1673096325162609
Peso [36]: 1.1673096325162604
Peso [10]: 0.20056724904541476
Peso [38]: -0.9085767752066077
Peso [39]: 1.2005672490454156
Peso [10]: 0.20056724904541476
Peso [41]: 1.755420170531277
Peso [42]: -1.1673096325162604
Peso [43]: -0.8326903674837391
Peso [11]: -0.320466237191588
Peso [7]: 1.6795337628084108
Peso [11]: -0.320466237191588
Peso [10]: 0.20056724904541476
Peso [20]: -0.24457982946872464
Peso [49]: 0.6795337628084125
Peso [3]: -0.6795337628084125
Peso [49]: 0.6795337628084125
Peso [49]: 0.6795337628084125
Peso [7]: 1.6795337628084108
Peso [54]: 0.9390488538624365
Peso [5]: 1.0609511461375707
Peso [43]: -0.8326903674837391
Peso [43]: -0.8326903674837391
Peso [2]: -1.6795337628084108
Peso [4]: -1.2005672490454156
Peso [2]: -1.6795337628084108
Peso [61]: 0.5819846323745672
Peso [62]: 0.09142322479339664

Perceptron: 3
Peso [0]: 0.15793349489025088
Peso [1]: -1.842066505109747
Peso [2]: -0.8896758323801331
Peso [3]: 0.11032416761986649
Peso [4]: -2.045465512812557
Peso [5]: -1.6974836941383429
Peso [6]: -1.5368840095480794
Peso [7]: -0.11032416761986649
Peso [8]: -1.0454655128125556
Peso [9]: -1.110324167619869
Peso [10]: 1.0454655128125556
Peso [7]: -0.11032416761986649
Peso [12]: 0.5416940137059177
Peso [5]: -1.6974836941383429
Peso [14]: -0.3137231753226748
Peso [15]: -0.8420665051097478
Peso [9]: -1.110324167619869
Peso [17]: 0.04546551281255698
Peso [9]: -1.110324167619869
Peso [7]: -0.11032416761986649
Peso [20]: 0.3810943291156556
Peso [21]: 0.6862768246773248
Peso [0]: 0.15793349489025088
Peso [17]: 0.04546551281255698
Peso [24]: 0.6665149981547286
Peso [10]: 1.0454655128125556
Peso [7]: -0.11032416761986649
Peso [27]: -0.6189056708843432
Peso [21]: 0.6862768246773248
Peso [15]: -0.8420665051097478
Peso [30]: -0.3382950060031093
Peso [31]: 0.5059153135644667
Peso [32]: 0.8848658282222951
Peso [33]: -0.27092385221012755
Peso [34]: -1.4583059862940826
Peso [14]: -0.3137231753226748
Peso [36]: 0.3137231753226748
Peso [10]: 1.0454655128125556
Peso [38]: 1.8223046785871557
Peso [17]: 0.04546551281255698
Peso [17]: 0.04546551281255698
Peso [41]: -1.6189056708843461
Peso [42]: -1.3137231753226786
Peso [43]: 1.3137231753226786
Peso [44]: 0.8896758323801331
Peso [44]: 0.8896758323801331
Peso [44]: 0.8896758323801331
Peso [17]: 0.04546551281255698
Peso [27]: -0.6189056708843432
Peso [9]: -1.110324167619869
Peso [50]: 1.110324167619869
Peso [44]: 0.8896758323801331
Peso [44]: 0.8896758323801331
Peso [7]: -0.11032416761986649
Peso [54]: 0.6974836941383404
Peso [5]: -1.6974836941383429
Peso [36]: 0.3137231753226748
Peso [57]: -0.6862768246773248
Peso [50]: 1.110324167619869
Peso [8]: -1.0454655128125556
Peso [50]: 1.110324167619869
